description,label
"May nagsila nga kalayo sa linya sang kuryente bangod sa linti diri sa Sitio Sampaguita.",Accident (Aksidente)
"Nahulog ang isa ka mal-am sa bukas nga manhole sa igid sang eskinita sa Sitio Rosas.",Accident (Aksidente)
"May nakagat sang makamalandag nga banyas ukon mag-asawa samtang nagapanlo sa Sitio Daisy.",Accident (Aksidente)
"Nabagok ang ulo sang isa ka bata matapos mahulog sa duyan sa Sitio Sampaguita.",Accident (Aksidente)
"Nasugatan ang isa ka karpintero sang nadulas ang kapos nga de-kuryente nga lagari sa Sitio Rosas.",Accident (Aksidente)
"Isa ka tangke sang kemikal ang nag-leak sa sulod sang isa ka talyer sa Sitio Daisy.",Accident (Aksidente)
"May na-trap nga bata sa sulod sang guba nga elevator sang isa ka commercial building sa Sitio Sampaguita.",Accident (Aksidente)
"Nagprak ang isa ka daku nga sanga sang kahoy sa atop sang balay bangod sa kusog sang hangin sa Sitio Rosas.",Accident (Aksidente)
"Nalason sa aso ang isa ka pamilya matapos mabilin ang nagsiga nga uling sa Sitio Daisy.",Accident (Aksidente)
"May manugtrabaho nga naipit ang kamot sa mabigat nga makinarya sa Sitio Sampaguita.",Accident (Aksidente)
"Na-stroke ukon hinali lang nga nalipong ang isa ka residente samtang nagatanom sa Sitio Rosas.",Accident (Aksidente)
"Nasunog ang nawong sang isa ka lalaki bangod sa kalayo sang ginatig-ang sa Sitio Daisy.",Accident (Aksidente)
"May bata nga hungod nga nakatulon sang barya kag nabudlayan maginhawa sa Sitio Sampaguita.",Accident (Aksidente)
"Bumigay ang talustusan ukon hagdanan sang isa ka daan nga balay samtang may nagasaka sa Sitio Rosas.",Accident (Aksidente)
"Isa ka residente ang nag-angkon sang pwerte nga allergy matapos mautdan sang poti sa Sitio Daisy.",Accident (Aksidente)
"May nagboto nga transformer sang kuryente malapit sa covered court sang Sitio Sampaguita.",Accident (Aksidente)
"Nabilin ang kalan nga nakabukas kag daw magtuga sang daku nga sunog sa Sitio Rosas.",Accident (Aksidente)
"May nag-angkon sang bali sa balikawang matapos mahulog sa hagdan sa Sitio Daisy.",Accident (Aksidente)
"Isa ka bata ang naipit ang mga tudlo sa mabigat nga pinto sang simbahan sa Sitio Sampaguita.",Accident (Aksidente)
"May natumbahan nga pader sang sementeryo bangod sa lambot sang duta sa Sitio Rosas.",Accident (Aksidente)
"Nalunod ang isa ka baka matapos mahulog sa madalom nga bubon sa Sitio Daisy.",Accident (Aksidente)
"May manugtrabaho nga nabagsakan sang hollow block sa tiil samtang nagatrabaho sa Sitio Sampaguita.",Accident (Aksidente)
"Isa ka residente ang nakuryente matapos matandog ang basa nga switch sa Sitio Rosas.",Accident (Aksidente)
"May mal-am nga nadulaan sang balanse kag nahulog halin sa balkonahe sa Sitio Daisy.",Accident (Aksidente)
"Nabulag kadiot ang isa ka welder bangod sa talsik sang linto sang welding sa Sitio Sampaguita.",Accident (Aksidente)
"May nagboto nga baterya sang cellphone samtang naka-charge sa sulod sang kwarto sa Sitio Rosas.",Accident (Aksidente)
"Kinahanglan sang bumbero kay may nagasugod nga kalayo sa kusina sa Sitio Daisy.",Accident (Aksidente)
"A child fell from a tall tree and needs medical attention here in Sitio Daisy.",Accident (Aksidente)
"Help! Someone was accidentally electrocuted while fixing lines in Sitio Sampaguita.",Accident (Aksidente)
"A kitchen caught fire due to an exploding LPG gas cylinder in Sitio Rosas.",Accident (Aksidente)
"A construction laborer fell from the scaffolding of a rising building in Sitio Daisy.",Accident (Aksidente)
"An accidental drowning incident occurred in the deep creek of Sitio Sampaguita.",Accident (Aksidente)
"The roof of an old abandoned warehouse collapsed, trapping someone inside in Sitio Rosas.",Accident (Aksidente)
"A child sustained severe burns after accidentally knocking over boiling water in Sitio Daisy.",Accident (Aksidente)
"An elderly citizen slipped on a wet floor and cannot stand up in Sitio Sampaguita.",Accident (Aksidente)
"A freshly dug trench suddenly caved in, burying a worker in Sitio Rosas.",Accident (Aksidente)
"A resident sustained deep facial cuts after a glass window pane shattered in Sitio Daisy.",Accident (Aksidente)
"Someone ingested toxic chemicals or plants and is being rushed to the hospital from Sitio Sampaguita.",Accident (Aksidente)
"An infant is choking on food inside a residential house in Sitio Rosas.",Accident (Aksidente)
"A construction worker stepped on a rusty nail, piercing his foot in Sitio Daisy.",Accident (Aksidente)
"A power line caught fire after being struck by lightning in Sitio Sampaguita.",Accident (Aksidente)
"An elderly pedestrian fell into an open manhole along an alley in Sitio Rosas.",Accident (Aksidente)
"A resident was bitten by a venomous snake while clearing brush in Sitio Daisy.",Accident (Aksidente)
"A toddler sustained a head injury after falling off a hammock in Sitio Sampaguita.",Accident (Aksidente)
"A carpenter was severely injured when an active power saw slipped from his hands in Sitio Rosas.",Accident (Aksidente)
"A chemical container leaked dangerous fumes inside an automotive workshop in Sitio Daisy.",Accident (Aksidente)
"A child is trapped inside a malfunctioning elevator of a commercial complex in Sitio Sampaguita.",Accident (Aksidente)
"A massive tree branch fell onto a house rooftop due to heavy winds in Sitio Rosas.",Accident (Aksidente)
"A family suffered from severe smoke inhalation due to an indoor charcoal setup in Sitio Daisy.",Accident (Aksidente)
"A factory worker's hand got crushed in heavy machinery in Sitio Sampaguita.",Accident (Aksidente)
"A resident collapsed or suffered a stroke while working in the fields of Sitio Rosas.",Accident (Aksidente)
"A man sustained facial burns due to an accidental flash fire while cooking in Sitio Daisy.",Accident (Aksidente)
"A child accidentally swallowed a coin and is suffering from an obstructed airway in Sitio Sampaguita.",Accident (Aksidente)
"The wooden staircase of an old house collapsed while a resident was climbing it in Sitio Rosas.",Accident (Aksidente)
"A resident suffered an acute allergic reaction after a severe swarm sting in Sitio Daisy.",Accident (Aksidente)
"A power transformer exploded near the public covered court of Sitio Sampaguita.",Accident (Aksidente)
"A stove was left unattended, nearly causing a catastrophic structure fire in Sitio Rosas.",Accident (Aksidente)
"A resident suffered a hip fracture after falling down a flight of stairs in Sitio Daisy.",Accident (Aksidente)
"A toddler's fingers got crushed in a heavy wooden entry door in Sitio Sampaguita.",Accident (Aksidente)
"A concrete perimeter wall collapsed due to soil erosion in Sitio Rosas.",Accident (Aksidente)
"A farm animal drowned after falling into an open deep well in Sitio Daisy.",Accident (Aksidente)
"A concrete block fell onto a laborer's foot at a construction zone in Sitio Sampaguita.",Accident (Aksidente)
"A resident suffered an electric shock after touching an ungrounded wet switch in Sitio Rosas.",Accident (Aksidente)
"An elderly resident lost balance and fell from a second-story balcony in Sitio Daisy.",Accident (Aksidente)
"A welder suffered temporary blindness due to stray electrical arc sparks in Sitio Sampaguita.",
"A mobile phone battery exploded while charging inside a bedroom in Sitio Rosas.",Accident (Aksidente)
"Firefighters are urgently needed because a structure fire is breaking out in a kitchen in Sitio Daisy.",Accident (Aksidente)


"May nagbanggaang motorsiklo at tricycle ngayon dito sa main road ng Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Tulong! Isang kotse ang sumalpok sa poste ng kuryente sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May insidente ng hit-and-run kung saan nasagasaan ang isang tumatawid sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Nakatagilid ang isang delivery truck matapos mawalan ng preno sa pababang kalsada sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nagka-karambola ang tatlong sasakyan sa tapat ng gasoline station sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Sumemplang ang isang rider dahil sa madulas na langis sa kalsada ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May jeepney na nahulog sa kanal matapos iwasan ang isang aso sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Kailangan ng ambulansya rito sa Sitio Sampaguita dahil may bumangga na SUV sa waiting shed.",Road Accident (Aksidente sa Kalsada)
"Nagkabanggaan ang dalawang bisikleta at kapwa sugatan ang mga siklista sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Isang van ang nawalan ng kontrol at sumubsob sa palayan malapit sa arko ng Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May naganap na head-on collision sa pagitan ng dalawang motorsiklo sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Nasagasaan ng isang rumagasang truck ang nakaparadang motor sa gilid ng daan sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Umaapoy ang makina ng isang kotse matapos bumangga sa center island sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May biktima ng vehicular accident na kasalukuyang naipit sa loob ng sasakyan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Tumirik at nasalpok mula sa likod ang isang tricycle sa madilim na bahagi ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Grabe ang trapiko sa Sitio Daisy dahil sa nagkabanggaang truck at pampasaherong bus.",Road Accident (Aksidente sa Kalsada)
"Nawalan ng preno ang isang dump truck at naramid ang ilang paninda sa gilid ng daan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May menor de edad na sumemplang gamit ang e-bike sa lubak-lubak na daan ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Isang lasing na rider ang bumangga sa likod ng nakatigil na jeep sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Tumalon ang drayber mula sa umaandar na truck bago ito tuluyang sumalpok sa pader sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May nag-overtake na sasakyan na naging sanhi ng malubhang aksidente sa kurbada ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Nasagi ng isang mabilis na kotse ang isang naglalakad sa tabi ng kalsada sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nagpatong ang dalawang motorsiklo matapos biglang magpreno ang sasakyan sa harap sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Bumangga ang isang pampasaherong van sa konkretong harang sa kahabaan ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May tumuhog na sasakyan sa mga nakahilang dekorasyon sa kalsada ng Sitio Daisy dahil nakatulog ang drayber.",Road Accident (Aksidente sa Kalsada)
"Isang delivery rider ang sumalpok sa bumubukas na pinto ng isang nakaparadang kotse sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Nabaligtad ang isang kuliglig o farm vehicle sa gitna ng kalsada sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May tumagas na krudo mula sa naaksidenteng bus na nagdudulot ng panganib sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nasapol ng humahagibis na sasakyan ang dulo ng tricycle na papaalis pa lang sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May naganap na karambola ng mga sasakyan malapit sa tulay ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Sumubsob sa gilid ng bundok ang isang pick-up truck matapos madulas ang gulong sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May sugatang drayber na binibigyan ng first aid matapos ang banggaan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Nawalan ng kontrol ang manibela ng isang bus at sumagi sa ilang kabahayan sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Isang bisikleta ang naramid ng lumilikong truck sa intersection ng Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May kotse na nahulog ang dalawang gulong sa malalim na kanal sa gilid ng daan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Tumagilid ang isang tanker ng tubig matapos subukang iwasan ang isa pang sasakyan sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May nag-slide na motor dahil sa basang kalsada dulot ng ulan dito sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nasagasaan ang likod na bahagi ng isang kotse ng isang mabilis na SUV sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May napaulat na patay sa naganap na malubhang aksidente sa kalsada ng Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Kailangan po ng traffic enforcer at ambulansya rito sa Sitio Daisy dahil barado ang daan gawa ng banggaan.",Road Accident (Aksidente sa Kalsada)
"May nagbanggaay nga motorsiklo kag tricycle subong diri sa main road sang Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Tabang! Isang kotse ang sumalpok sa poste sang kuryente sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May insidente sang hit-and-run diin nasagasaan ang isa ka nagatabok sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Nakatil-ad ang isa ka delivery truck matapos madulaan sang preno sa naga-dulong nga kalsada sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nagka-karambola ang tatlo ka salakyan sa tapat sang gasoline station sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Sumemplang ang isa ka rider bangod sa madulas nga langis sa kalsada sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May jeepney nga nahulog sa kanal matapos mag-likaw sa isa ka ido sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Kinahanglan sang ambulansya diri sa Sitio Sampaguita kay may bumangga nga SUV sa waiting shed.",Road Accident (Aksidente sa Kalsada)
"Nagkabanggaay ang duha ka bisikleta kag lunsay pilasan ang mga siklista sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Isa ka van ang nadulaan sang kontrol kag nagsuksok sa palayan malapit sa arko sang Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May natabo nga head-on collision sa pagitan sang duha ka motorsiklo sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Nasagasaan sang isa ka nagahagibis nga truck ang nakapark nga motor sa igid sang dalan sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Umaapoy ang makina sang isa ka kotse matapos bumangga sa center island sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May biktima sang vehicular accident nga subong naipit sa sulod sang salakyan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Tumirik kag nasalpok halin sa likod ang isa ka tricycle sa madulom nga parte sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Pwerte ang trapiko sa Sitio Daisy bangod sa nagkabanggaay nga truck kag pampasahero nga bus.",Road Accident (Aksidente sa Kalsada)
"Nadulaan sang preno ang isa ka dump truck kag naramid ang pila ka paninda sa igid sang dalan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May menor de edad nga sumemplang gamit ang e-bike sa lubak-lubak nga dalan sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Isa ka hiningok ukon lasing nga rider ang bumangga sa likod sang nakapundo nga jeep sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Lumpat ang drayber halin sa nagadalagan nga truck antes ini tuluyan sumalpok sa pader sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May nag-overtake nga salakyan nga nagtuga sang malubha nga aksidente sa kurbada sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Nasagi sang isa ka mabilis nga kotse ang isa ka nagalakat sa igid sang kalsada sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nagpatong ang duha ka motorsiklo matapos hinali magpreno ang salakyan sa harap sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Bumbangga ang isa ka pampasahero nga van sa konkreto nga harang sa kahabaan sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May tumuhog nga salakyan sa mga nakahila nga dekorasyon sa kalsada sang Sitio Daisy bangod nakatulog ang drayber.",Road Accident (Aksidente sa Kalsada)
"Isa ka delivery rider ang sumalpok sa nagabukas nga pinto sang isa ka nakapark nga kotse sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Nabaliskad ang isa ka kuliglig ukon farm vehicle sa gitna sang kalsada sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May nagtulo nga krudo halin sa naaksidente nga bus nga nagatuga sang kahadlok sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nasapol sang nagadalagan nga salakyan ang dulo sang tricycle nga pahalin pa lang sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May natabo nga karambola sang mga salakyan malapit sa tulay sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Subsob sa igid sang bukid ang isa ka pick-up truck matapos madulas ang gulong sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May pilasan nga drayber nga ginatagaan sang first aid matapos ang banggaan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Nadulaan sang kontrol ang manibela sang isa ka bus kag nasagi ang pila ka kabalayan sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Isa ka bisikleta ang naramid sang nagaliko nga truck sa intersection sang Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"May kotse nga nahulog ang duha ka gulong sa madolom nga kanal sa igid sang dalan sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"Tumil-ad ang isa ka tanker sang tubig matapos tinguhaan nga likawan ang isa pa ka salakyan sa Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"May nag-slide nga motor bangod sa basa nga kalsada tuga sang ulan diri sa Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Nasagasaan ang likod nga bahin sang isa ka kotse sang isa ka mabilis nga SUV sa Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"May napaulat nga patay sa natabo nga malubha nga aksidente sa kalsada sang Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Kinahanglan sang traffic enforcer kag ambulansya diri sa Sitio Daisy kay barado ang dalan tuga sang banggaan.",Road Accident (Aksidente sa Kalsada)
"A motorcycle and a tricycle just collided along the main road of Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Help! A sedan lost control and slammed into a concrete power pole in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A pedestrian crossing the street was injured in a hit-and-run incident in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A commercial delivery truck flipped onto its side after brake failure on a steep decline in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"A multi-vehicle pileup occurred right in front of the filling station in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A motorcycle rider wiped out due to a hazardous oil slick on the road surface of Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A commuter jeepney swerved into a drainage ditch to avoid hitting a stray dog in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"An ambulance is required immediately in Sitio Sampaguita after an SUV crashed into a passenger waiting shed.",Road Accident (Aksidente sa Kalsada)
"Two cyclists collided at an intersection, and both sustained road rash injuries in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A passenger van veered off course and crashed into a rice field near the Sitio Daisy arch.",Road Accident (Aksidente sa Kalsada)
"A head-on collision occurred between two speeding motorcycles in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A speeding delivery truck struck a parked motorcycle along the shoulder of the road in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A car engine caught fire shortly after colliding with the concrete center island in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"A victim of a vehicular crash is currently trapped inside the mangled car frame in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A tricycle stalled out and was rear-ended on an unlit stretch of road in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Traffic is completely gridlocked in Sitio Daisy due to a collision between a flatbed truck and a transit bus.",Road Accident (Aksidente sa Kalsada)
"A dump truck suffered brake failure and plowed into several roadside stalls in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A minor riding an e-bike crashed heavily due to a deep pothole on the road in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"An intoxicated motorcycle rider crashed into the rear of a stationary passenger jeepney in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"The driver bailed out of a runaway truck right before it smashed into a perimeter wall in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A reckless overtaking maneuver led to a severe vehicular accident on a blind curve in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A fast-moving sedan sideswiped a pedestrian walking along the roadside pavement in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Two motorcycles piled onto each other after the leading car slammed on its brakes in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A public commuter van crashed into the concrete median barrier along the highway of Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A driver fell asleep at the wheel and plowed his vehicle into a row of street barriers in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"A food delivery rider collided with an opening door of a parked sedan in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"An agricultural farm vehicle overturned in the middle of a two-lane road in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Diesel fuel is leaking from a crashed commercial bus, creating a hazard on the road in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"A speeding vehicle clipped the side of a tricycle that was pulling out of a terminal in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A major multi-car chain reaction collision took place near the bridge crossing of Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A pickup truck slid off the roadway and into a ditch due to muddy conditions in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"Paramedics are administering first aid to an injured motorist following a road collision in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A commercial bus driver lost steering control and sideswiped a residential fence in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A bicycle was pinned underneath a turning delivery truck at the main crossroads of Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"A passenger vehicle slipped its front tires into a deep roadside ditch in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A large water tanker overturned while trying to avoid a sudden lane-cutter in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"A motorcycle slid out on slick asphalt due to sudden rainfall here in Sitio Daisy.",Road Accident (Aksidente sa Kalsada)
"The rear bumper of a subcompact car was completely crushed by a speeding SUV in Sitio Sampaguita.",Road Accident (Aksidente sa Kalsada)
"A fatal casualty was unfortunately confirmed following a high-impact road crash in Sitio Rosas.",Road Accident (Aksidente sa Kalsada)
"Traffic enforcers and emergency units are requested in Sitio Daisy as a collision blocks all lanes.",Road Accident (Aksidente sa Kalsada)


"Rinig na rinig ang sigawan at basagan ng gamit sa kapitbahay namin dito sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Tulong! Sinasaktan na naman ng lasing na asawa ang kanyang mag-ina sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May insidente ng pananakit sa isang bata sa loob mismo ng kanilang tahanan sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Umiiyak at humihingi ng saklolo ang isang babae matapos ikulong ng kanyang partner sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May napaulat na kaso ng matinding physical abuse sa isang ginang sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Binabantaan ng lalaki ang kanyang pamilya gamit ang patalim sa loob ng bahay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May naririnig kaming iyak ng bata na parang pinapalo nang walang tigil sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Kailangan po ng barangay rescue dahil pinagbubuhatang-kamay ang isang lola ng kanyang anak sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Palaging pasa-pasa ang mukha ng ginang dahil sa panununtok ng kanyang asawa sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May mag-asawang marahas na nag-aaway at may bantaan ng buhay sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Tinangka ng lalaki na sakalin ang kanyang live-in partner habang nagtatalo sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May insidente ng pagmamaltrato sa isang katulong o kasambahay sa loob ng bahay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Itinatapon ng drayber ang mga gamit ng kanyang asawa sa labas habang sumisigaw sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May takot na takot na ginang na tumakbo sa barangay outpost dahil pinagbantaan ng itak sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ikinandado ng ama ang kanyang mga anak sa madilim na kwarto nang walang pagkain sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May matinding verbal at emosyonal na pang-aabuso na nagaganap sa pamilyang nakatira sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Sinira ng lasing na lalaki ang pinto ng kwarto para saktan ang nagtatagong asawa sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May umiiyak na teenager sa labas ng bahay matapos palayasin at saktan ng stepfather sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Nagsusumamo ang isang nanay na patigilin ang kanyang partner sa pagwawala sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May tumawag para ireport ang patuloy na pagmamalupit sa isang sanggol sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Kinaladkad ng lalaki ang kanyang asawa palabas ng kanilang bakuran sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May narinig kaming malakas na kalabog at iyak ng babae mula sa kabilang dingding sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Pinagbabantaan ng magulang na sasaktan ang bata kapag nagsumbong sa iba sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May kaso ng economic abuse kung saan ginugutom ng lalaki ang kanyang pamilya sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Binato ng baso at plato ng lalaki ang kanyang asawa habang nag-aalmusal sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May humihingi ng tulong online dahil hindi siya pinalalabas ng kanyang marahas na partner sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Sinabunutan at pinagsasampal ng lalaki ang kanyang kasintahan sa loob ng kwarto sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May rumerespondeng tanod dahil sa marahas na away-pamilya sa loob ng isang compound sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Pinunit ng lalaki ang mga dokumento at pera ng kanyang asawa para hindi makaalis sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May buntis na sinaktan at itinulak ng kanyang asawa sa sahig sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Rinig na rinig ang pagmamakaawa ng isang lolo na huwag siyang saktan ng apo sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Nagtatatakbo ang isang bata palabas ng bahay habang hinahabol ng amang may hawak na sinturon sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May mag-asawang nagkakasakitan na naman ng pisikal dahil sa selos dito sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Sinira ng lalaki ang cellphone ng kanyang partner para hindi makatawag ng saklolo sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May biktima ng domestic violence na kasalukuyang nagtatago sa bahay ng kapitbahay sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Puwersahang kinuha ng lalaki ang anak mula sa umiiyak na ina habang nag-aaway sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
